Dates,PX_LAST
6/21/2018,0.7379
6/22/2018,0.744
6/25/2018,0.7414
6/26/2018,0.7394
6/27/2018,0.734
6/28/2018,0.7352
6/29/2018,0.7405
7/2/2018,0.734
7/3/2018,0.7386
7/4/2018,0.7386
7/5/2018,0.7387
7/6/2018,0.743
7/9/2018,0.7467
7/10/2018,0.7459
7/11/2018,0.7366
7/12/2018,0.7408
7/13/2018,0.7424
7/16/2018,0.7419
7/17/2018,0.7389
7/18/2018,0.7398
7/19/2018,0.7361
7/20/2018,0.7415
7/23/2018,0.7381
7/24/2018,0.7423
7/25/2018,0.7455
7/26/2018,0.7377
7/27/2018,0.74
7/30/2018,0.7407
7/31/2018,0.7424
8/1/2018,0.7404
8/2/2018,0.736
8/3/2018,0.7404
8/6/2018,0.7387
8/7/2018,0.7421
8/8/2018,0.7431
8/9/2018,0.7373
8/10/2018,0.7302
8/13/2018,0.727
8/14/2018,0.7243
8/15/2018,0.7239
8/16/2018,0.7261
8/17/2018,0.7313
8/20/2018,0.734
8/21/2018,0.7368
8/22/2018,0.7348
8/23/2018,0.7248
8/24/2018,0.7329
8/27/2018,0.7351
8/28/2018,0.7338
8/29/2018,0.7311
8/30/2018,0.7263
8/31/2018,0.7189
9/3/2018,0.7214
9/4/2018,0.7178
9/5/2018,0.7193
9/6/2018,0.72
9/7/2018,0.7107
9/10/2018,0.7115
9/11/2018,0.7119
9/12/2018,0.7169
9/13/2018,0.7195
9/14/2018,0.7153
9/17/2018,0.7182
9/18/2018,0.7219
9/19/2018,0.7263
9/20/2018,0.7292
9/21/2018,0.729
9/24/2018,0.7252
9/25/2018,0.725
9/26/2018,0.7258
9/27/2018,0.7208
9/28/2018,0.7224
10/1/2018,0.7224
10/2/2018,0.7188
10/3/2018,0.7103
10/4/2018,0.7076
10/5/2018,0.7052
10/8/2018,0.7078
10/9/2018,0.7103
10/10/2018,0.7055
10/11/2018,0.7124
10/12/2018,0.7114
10/15/2018,0.713
10/16/2018,0.7141
10/17/2018,0.7109
10/18/2018,0.7099
10/19/2018,0.7119
10/22/2018,0.7081
10/23/2018,0.7086
10/24/2018,0.706
10/25/2018,0.708
10/26/2018,0.709
10/29/2018,0.7055
10/30/2018,0.7105
10/31/2018,0.7073
11/1/2018,0.7206
11/2/2018,0.7193
11/5/2018,0.7211
11/6/2018,0.7247
11/7/2018,0.7276
11/8/2018,0.7256
11/9/2018,0.7226
11/12/2018,0.7173
11/13/2018,0.7218
11/14/2018,0.7232
11/15/2018,0.7277
11/16/2018,0.7332
11/19/2018,0.7294
11/20/2018,0.7214
11/21/2018,0.7263
11/22/2018,0.7254
11/23/2018,0.7233
11/26/2018,0.7221
11/27/2018,0.7225
11/28/2018,0.7306
11/29/2018,0.7319
11/30/2018,0.7306
12/3/2018,0.7358
12/4/2018,0.7338
12/5/2018,0.7268
12/6/2018,0.7236
12/7/2018,0.7208
12/10/2018,0.719
12/11/2018,0.7206
12/12/2018,0.722
12/13/2018,0.7227
12/14/2018,0.7172
12/17/2018,0.7179
12/18/2018,0.7181
12/19/2018,0.7109
12/20/2018,0.7108
12/21/2018,0.704
12/24/2018,0.7049
12/25/2018,0.7036
12/26/2018,0.7066
12/27/2018,0.7033
12/28/2018,0.7047
12/31/2018,0.7049
1/1/2019,0.7053
1/2/2019,0.6985
1/3/2019,0.7006
1/4/2019,0.7113
1/7/2019,0.7148
1/8/2019,0.714
1/9/2019,0.717
1/10/2019,0.7185
1/11/2019,0.7215
1/14/2019,0.7197
1/15/2019,0.7201
1/16/2019,0.7168
1/17/2019,0.7193
1/18/2019,0.7168
1/21/2019,0.7159
1/22/2019,0.7124
1/23/2019,0.7142
1/24/2019,0.7094
1/25/2019,0.7179
1/28/2019,0.7166
1/29/2019,0.7155
1/30/2019,0.7248
1/31/2019,0.7273
2/1/2019,0.725
2/4/2019,0.7226
2/5/2019,0.7234
2/6/2019,0.7105
2/7/2019,0.7101
2/8/2019,0.7088
2/11/2019,0.7062
2/12/2019,0.7095
2/13/2019,0.709
2/14/2019,0.7106
2/15/2019,0.7141
2/18/2019,0.7146
